uID,Context
BNC-748,"Then they had an open patch of land to cross before reaching the shelter of the woods about a hundred yards away. It was risky - the sentry would be sure to hear their horse as it picked up speed - but crossing the dangerous waters of the Severn at night was riskier, and would point them in the wrong direction for Winchester."
BNC-751,The woman paused and stared at her suspiciously. ``If the constable is coming anyway what have I to lose by giving you a good pasting and throwing the boots in the canal?''
BNC-752,"However, it was no use pondering on unanswerable questions. The King was steadily gaining more support."
BNC-753,"It wasn't drunkenness - she 'd been drunk twice, and neither time had been anything like this - but something else altogether. She didn't know what her mother was going to say when Wayne finally got her home."
BNC-754,"The mother had taken a house by the sea for a month for her daughter's health and it turned out to be an Indian summer that year. When they came up the grassy track that led to the headland, out of the wood that clothed the side of the valley where the village was, the girl was delighted and her mother relieved that she liked it."
BNC-756,"It seemed so unfair, somehow. Here was a woman who had been trying to have a child ever since her marriage and yet she, Celia, had conceived not merely without any difficulty but on the one and only time she had not taken steps to prevent it."
BNC-757,"So far as Vecchi was concerned, the guy must have climbed into a hole in the ground and pulled the lid over his head. I 'd noticed a couple of characters in different bars who also seemed more interested in the people than the liquor, and it didn't need any Sherlock Holmes to know who was paying for their drinks."
BNC-759,"To get four miles they covered twenty, and they took nearly two hours. Edward was sweating lightly when they walked into the house."
BNC-760,"Like many questions which the police were obliged to put, these were a formality, it being clear that the bargeowners couldn't answer them."
BNC-761,"She stole a final critical glance at her face, mentally awarding herself top marks for skilful covering of the tear-stains which had marred her skin just a few minutes before. Now her eyes, with their clever shading of amber and gold, shone back at her, large and lustrous - and the lipstick she 'd chosen made her mouth look lusciously inviting."
BNC-763,Where Roman Wyatt was concerned she was like a snail without a shell. She had never been so aware of anyone as she was of the powerful man who had entered her life so abruptly.
BNC-766,"Not only did Annie make elderflower lemonade as a refreshing summer drink, but elderberry syrup was a warming and beneficial cordial in the winter. Jonadab always relied on the leaves for treating any horse which developed an infection or chill in the bladder."
BNC-774,Then it cried. It was another girl.
BNC-780,Matthew rode on feeling a little more at peace with himself. He skirted the spruce plantation and supposed that at some point he should tell Sara about it.
BNC-782,Barak looked around the spacious hallway in awe. The three-tier Czechoslovakian crystal chandelier was the only reminder of its once resplendent grandeur.
BNC-783,``Mr Fearon!'' There was no reply.
BNC-784,"This master is a sex-maniac, this one an alcoholic. And they're usually perfectly innocuous chaps."
BNC-786,``They 'll have it tomorrow morning - or as soon as I'm free to give it.'' Anthea gave a cool nod of acknowledgement.
BNC-787,"I was emotionally devastated, but I was not going back with the intention of finding a man to take care of me, to pay my bills, to embellish me and play papa as Helmut had."
BNC-788,Folly tried to sink back inconspicuously into the soft leather seat and take stock. The results were unpromising.
BNC-790,"``Walk with her.'' Elizabeth was walking with Betty behind the doctor and April, who was clinging to his arm and, as it were, daintily tripping up."
BNC-791,``That's good.'' Ruth stood looking at her.
BNC-792,"Meh ' Lindi did not develop the lower set of arms nor the bony, sinuous tail. Too much to expect a new pair of arms to grow out of her ribs, or her coccyx to elongate so enormously."
BNC-793,"Montaine was still living in the attic at the time. I remember Otto mentioning that she entertained him there with Jean-Claude, and only later moved out into a room over the Cafe du Coin, to be nearer her ``young man''."
BNC-794,"In the distance, right at the bottom of the hill, they saw throngs of people. A fine Sunday afternoon always brought the trippers out."
BNC-795,"For it would merely herald the beginning of another. ``Remember the last time we waited together like this, Charlie?''"
BNC-796,"But, he warns, this universal spirit, which his uncle, Emile Durkheim, had airily postulated, can only be recognized after taking into account psychological, religious, magical and pragmatic factors. This is clearly impossible."
BNC-797,Meik saw she 'd been foolish to come. She knew he was right.
BNC-801,"Watching as he grinned up at the bus driver, said something and laughed, she felt a hollow ache inside. It had been a long time since she 'd laughed, joined in a joke, been silly just for the hell of it."
BNC-803,Gloria remarked as they shared their coffee break in the kitchen. Melissa suppressed a sigh.
